LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2024-03-06 16:22:23,1900-01-00 00:00:00,,A0:04:60:39:91:A5,-49, ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:23,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-47, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:23,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-48, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:23,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-48, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:23,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-48, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:24,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:24,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:24,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:24,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:25,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:25,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:25,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:25,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-48, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:25,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:26,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:26,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:26,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-51, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:26,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:26,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-51, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:27,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-51, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:27,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-51, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:27,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:27,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:27,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:28,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:28,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:28,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:28,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:28,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:29,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:29,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:29,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:29,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:29,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:30,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:30,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:30,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:30,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:30,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:31,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:31,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:31,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-06 16:22:31,1900-01-00 00:00:00,wargames,A0:04:60:39:91:A5,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
